음 식 명,중량(g),에너지(kcal),탄수화물(g),당류(g),지방(g),단백질(g),칼슘(mg),인(mg),나트륨(mg),칼륨(mg),마그네슘(mg),철(mg),아연(mg),콜레스테롤(mg),트랜스지방(g)
약식,100.0,232.213,48.882,7.992,2.27,3.827,12.885,79.74,290.644,142.123,12.105,2.533,1.304,0.159,0
인절미,100.0,214.46,42.554,0.0,1.764,6.401,15.035,117.19,337.74,232.64,11.27,1.86,1.587,0.0,0
절편,100.0,197.812,44.074,4.995,0.35,3.06,2.503,66.883,266.77,79.458,0,0.217,0.718,0.0,0
증편,100.0,198.693,44.216,15.984,0.342,2.536,6.836,52.045,259.038,61.003,0,0.234,0.564,0.0,0
찹쌀떡,100.0,264.74,62.076,13.986,0.231,3.409,15.68,71.705,226.381,86.783,7.705,1.455,1.13,0.0,0
매작과,30.0,121.47749999999999,19.062900000000003,0.0,3.5702999999999996,2.5542,3.324,26.455499999999997,31.045799999999996,42.3855,-,0.42810000000000004,0.1284,0.0,0
다식,30.0,105.16650000000001,20.8107,6.4557,1.7286,3.5462999999999996,1.4273999999999998,100.0665,3.8489999999999998,206.7144,-,0.5175000000000001,0.0411,0.0,0
약과,30.0,113.84939999999999,22.183199999999996,2.1519,1.2387,2.574,4.449,28.230000000000004,16.4598,59.421899999999994,-,0.5661,0.14310000000000003,0.0,0
유과,30.0,129.06,24.136499999999998,1.12095,3.504,0.3609,1.2084,3.5999999999999996,7.0554,0.028499999999999998,-,0.24,0.1968,0.0,0
산자,30.0,121.69849999999997,24.70195,10.632824999999999,1.1966499999999998,0.9103499999999999,2.0016499999999997,20.36125,8.012550000000001,60.9266,-,0.4053,0.27194999999999997,0.0,0
깨강정,30.0,150.29999999999998,13.62,0.0,9.87,4.5,156,125.69999999999999,24.3,67.5,0,1.38,2.13,0.0,0
